Height_cm,Weight_kg,Gender
171.9,80.3,Male
169.4,77.7,Female
168.0,67.7,Female
164.5,49.8,Female
188.7,95.3,Male
171.4,84.4,Female
153.5,54.7,Female
188.0,86.6,Male
162.8,67.4,Male
158.9,77.1,Male
167.2,64.4,Female
171.4,70.4,Male
160.4,68.7,Female
163.1,65.8,Female
176.7,73.9,Male
157.0,55.3,Female
169.0,79.7,Female
163.5,71.2,Female
153.2,50.8,Female
150.7,43.5,Female
168.2,72.0,Female
168.4,71.5,Male
152.0,52.2,Female
181.9,84.3,Male
155.3,62.5,Female
178.7,83.8,Male
156.7,61.4,Female
170.6,66.6,Male
162.6,81.4,Female
171.4,82.1,Male
165.8,64.6,Male
159.5,56.4,Female
170.1,76.9,Male
158.7,60.5,Female
177.4,81.5,Male
178.8,89.2,Male
158.3,62.0,Female
179.1,81.9,Female
156.8,62.7,Female
170.8,71.8,Male
169.7,69.2,Male
175.0,80.8,Male
156.6,55.5,Female
164.0,78.3,Male
167.2,69.3,Male
155.9,65.1,Female
170.4,75.5,Male
164.1,69.0,Male
174.6,79.3,Male
163.7,65.3,Female
176.1,85.8,Male
161.4,68.5,Female
178.2,79.0,Male
167.5,60.9,Female
163.6,71.0,Female
172.9,70.3,Male
158.3,50.5,Female
162.7,52.1,Female
180.2,99.4,Male
176.0,84.2,Male
174.7,77.1,Male
164.3,65.9,Male
181.7,82.6,Male
173.2,54.3,Male
172.3,95.8,Male
149.8,58.2,Female
165.6,67.6,Female
162.3,63.6,Female
160.2,75.8,Male
156.8,55.3,Female
159.9,64.1,Female
176.7,94.5,Male
157.2,61.0,Female
160.1,60.7,Female
156.8,69.1,Female
153.5,50.6,Female
181.6,85.6,Male
166.6,71.6,Female
171.2,74.7,Male
162.0,68.3,Female
171.7,85.3,Female
151.1,43.8,Female
169.2,70.4,Male
175.1,85.1,Male
163.2,64.3,Male
176.1,86.7,Male
171.7,80.7,Male
178.5,85.8,Male
177.2,90.5,Male
159.1,57.9,Female
177.5,72.2,Male
186.5,90.0,Male
178.9,78.1,Male
159.8,72.6,Female
161.4,58.4,Female
164.5,53.0,Female
167.1,82.3,Female
164.2,58.1,Female
162.0,68.0,Female
168.7,60.6,Male
171.1,77.5,Male
177.4,87.3,Female
180.3,73.7,Male
158.9,56.1,Female
172.3,71.8,Male
187.4,85.8,Male
177.0,77.9,Male
185.8,96.1,Male
161.5,72.6,Female
164.4,61.8,Female
188.7,102.5,Male
175.1,92.5,Male
167.5,79.1,Female
154.1,75.6,Female
165.0,64.5,Female
169.5,73.4,Female
182.4,87.9,Male
157.3,63.8,Female
172.1,81.1,Male
168.6,75.5,Female
170.4,74.1,Male
152.5,47.4,Female
165.9,73.9,Female
181.8,86.4,Male
162.1,65.8,Female
154.7,64.9,Female
151.4,60.4,Female
161.6,89.1,Female
153.1,61.7,Female
152.9,45.0,Female
164.9,65.8,Female
173.3,81.8,Male
156.0,51.7,Female
169.8,74.8,Male
171.4,92.6,Male
173.7,74.2,Male
175.6,73.8,Male
176.7,68.3,Male
165.5,73.3,Female
170.9,81.9,Male
158.1,61.3,Female
164.0,62.9,Female
160.4,57.0,Male
171.7,68.8,Female
161.4,64.4,Female
183.0,86.1,Male
179.1,81.1,Male
165.1,67.9,Female
164.4,70.7,Female
166.6,68.9,Male
163.8,61.9,Female
171.4,80.9,Male
184.6,86.6,Male
180.2,88.5,Male
154.8,65.0,Female
168.9,79.3,Female
184.2,76.0,Male
171.2,73.4,Female
165.2,69.8,Female
179.4,88.8,Male
176.6,86.8,Male
159.8,59.2,Female
163.0,68.3,Female
163.6,75.5,Male
167.6,76.4,Female
174.2,88.2,Male
156.9,72.9,Female
174.5,89.6,Male
161.0,52.2,Male
151.5,55.8,Female
165.9,68.8,Female
152.4,58.3,Female
177.7,72.5,Male
170.1,78.3,Female
162.1,62.8,Female
160.0,66.7,Female
179.3,75.5,Male
160.1,60.7,Female
167.0,74.8,Male
157.9,64.8,Female
162.4,62.2,Female
163.9,69.7,Female
169.8,76.2,Female
168.8,68.5,Male
159.5,61.5,Female
157.3,63.9,Female
170.2,70.8,Male
183.4,87.4,Male
182.3,86.1,Male
160.0,68.0,Female
161.7,60.2,Female
163.3,70.1,Female
180.9,89.8,Male
178.1,88.2,Male
182.4,93.2,Male
167.6,78.7,Female
165.0,76.5,Female
179.2,85.4,Male
180.2,84.2,Male
160.4,53.7,Female
160.9,87.0,Male
159.9,60.6,Female
176.3,73.1,Male
162.3,66.3,Female
168.5,64.6,Female
162.7,58.9,Female
161.3,59.3,Female
167.3,70.7,Male
176.1,91.3,Male
154.8,50.6,Female
155.9,56.0,Female
159.8,70.8,Female
179.2,100.2,Male
162.8,55.6,Female
179.8,95.2,Male
191.5,85.7,Male
183.3,94.7,Male
179.1,90.6,Male
168.1,67.1,Female
175.2,78.7,Female
163.4,68.0,Male
163.3,71.9,Female
167.8,73.8,Male
168.0,72.9,Male
172.3,69.9,Male
172.1,68.4,Male
188.7,99.2,Male
173.5,80.4,Male
167.5,78.3,Male
164.7,66.6,Female
177.6,98.1,Male
164.2,76.0,Female
150.5,51.5,Female
161.2,71.2,Female
157.9,62.9,Female
166.6,64.4,Female
170.7,83.9,Male
158.4,52.8,Female
167.9,75.7,Male
186.8,87.9,Male
158.4,69.0,Female
169.2,67.9,Female
170.6,77.8,Female
179.0,72.2,Male
181.2,78.8,Male
164.9,74.4,Female
171.7,60.9,Male
152.6,57.4,Female
169.3,62.7,Female
152.0,56.8,Female
172.7,74.6,Male
156.5,60.9,Female
176.0,76.9,Female
167.7,75.6,Male
183.3,89.2,Male
167.3,73.6,Male
169.1,84.1,Male
188.2,85.1,Male
177.3,87.1,Male
159.4,58.2,Female
161.2,68.8,Female
156.7,55.2,Female
169.2,72.3,Male
162.5,71.7,Female
155.9,55.0,Female
181.0,83.6,Male
158.2,51.2,Female
149.0,55.6,Female
163.4,68.9,Female
158.5,51.4,Female
171.2,78.0,Male
166.9,62.3,Male
173.0,81.2,Male
185.3,69.5,Male
180.2,91.9,Male
158.2,61.8,Female
183.5,101.3,Male
166.1,71.8,Female
162.0,67.1,Female
164.4,57.6,Female
160.8,66.8,Female
166.4,72.8,Female
153.7,63.3,Female
159.3,56.3,Female
158.8,64.1,Female
180.0,78.9,Male
179.2,85.3,Male
179.4,83.2,Male
154.9,57.3,Female
169.7,66.2,Male
149.8,46.2,Female
157.6,59.1,Female
163.6,67.7,Female
171.4,76.7,Male
160.5,62.6,Female
168.5,93.4,Male
172.9,83.2,Male
176.4,86.4,Male
166.6,69.0,Female
178.3,74.4,Male
157.3,53.7,Female
154.9,61.7,Female
173.3,87.1,Male
158.1,64.6,Female
162.3,55.9,Female
152.3,54.8,Female
157.3,53.4,Female
181.5,80.1,Male
177.5,89.3,Male
176.7,88.8,Male
184.4,95.4,Male
163.9,79.1,Male
155.0,62.7,Female
170.4,63.5,Male
167.0,72.0,Male
151.4,59.5,Female
178.3,88.8,Male
177.0,76.8,Male
178.6,81.9,Male
169.6,73.1,Female
170.2,74.3,Female
174.8,66.4,Male
153.5,63.5,Female
175.6,93.1,Male
167.0,75.0,Female
174.3,90.0,Male
172.9,84.6,Male
180.8,90.4,Male
171.4,88.9,Male
168.2,65.9,Male
164.2,70.2,Female
161.1,76.5,Male
163.3,68.0,Female
175.9,75.5,Female
169.4,71.6,Male
146.7,50.7,Female
159.6,69.5,Female
175.4,87.3,Male
182.0,95.7,Male
183.0,84.7,Male
179.7,81.3,Male
182.8,98.4,Male
182.7,85.8,Male
167.9,75.0,Female
150.0,54.1,Female
167.1,70.0,Female
164.1,62.6,Female
159.7,75.6,Female
162.0,75.6,Female
175.0,80.8,Male
174.4,89.9,Male
179.4,90.6,Male
164.8,63.7,Female
168.8,69.3,Male
162.9,59.5,Female
168.8,65.3,Male
161.8,62.9,Female
172.8,86.2,Female
172.6,69.3,Male
182.7,95.4,Male
179.7,91.8,Male
180.8,88.4,Male
162.3,70.3,Female
178.4,73.8,Male
162.5,53.5,Female
165.6,69.4,Female
153.7,51.7,Female
173.5,88.8,Male
178.5,81.6,Male
156.7,58.7,Female
171.7,80.6,Male
162.3,69.2,Female
155.1,61.3,Female
177.1,69.2,Male
166.0,61.5,Female
160.0,57.2,Female
183.1,80.2,Male
168.7,67.7,Female
155.1,63.7,Female
168.3,78.9,Female
177.1,78.1,Male
180.9,91.3,Male
181.5,84.3,Male
158.5,60.3,Female
184.6,97.6,Male
173.8,94.4,Male
159.3,61.2,Female
161.9,43.5,Female
162.8,74.5,Female
180.4,89.7,Male
172.9,79.9,Male
158.0,64.1,Female
186.9,75.9,Male
158.2,66.6,Female
174.8,90.3,Male
179.6,95.5,Male
181.6,77.6,Male
168.0,74.3,Male
187.0,95.8,Male
176.6,76.1,Male
167.4,69.6,Female
169.0,69.5,Female
161.7,73.2,Female
160.0,63.8,Female
176.5,74.3,Male
157.4,61.6,Female
165.6,68.0,Female
175.8,92.0,Male
165.3,65.1,Male
175.3,84.4,Female
167.3,70.3,Female
169.7,67.3,Female
184.1,93.2,Male
159.6,63.6,Female
183.8,77.7,Male
171.2,75.7,Male
173.7,83.1,Male
169.6,64.5,Female
157.1,52.9,Female
160.6,61.2,Female
161.4,61.9,Female
176.1,89.0,Male
166.8,70.9,Male
181.4,79.1,Male
180.6,92.8,Male
160.8,65.6,Female
182.5,82.9,Male
186.3,98.1,Male
182.4,94.0,Male
179.4,85.8,Male
186.5,108.9,Male
163.7,63.4,Female
169.9,82.6,Female
157.2,80.6,Female
158.2,67.4,Female
157.4,63.2,Female
149.9,56.7,Female
162.7,80.6,Female
169.5,72.2,Male
179.0,85.4,Male
175.7,63.1,Male
180.1,84.7,Male
177.4,75.7,Male
163.7,81.4,Female
178.4,78.5,Male
163.3,60.9,Female
169.8,65.3,Male
179.4,86.3,Male
156.2,51.3,Female
149.3,62.8,Female
162.7,77.6,Female
183.9,79.7,Male
181.2,92.0,Male
175.2,80.4,Male
166.5,75.4,Female
157.4,54.6,Female
166.1,76.0,Female
186.6,89.7,Male
167.3,71.7,Male
154.4,55.7,Female
155.6,59.2,Female
154.3,56.1,Female
173.6,68.6,Male
171.9,88.7,Male
186.8,92.6,Male
183.5,94.9,Male
182.9,91.8,Male
173.0,82.7,Female
176.9,74.0,Male
158.4,58.3,Female
163.9,69.7,Male
168.0,77.3,Female
157.4,50.7,Female
165.4,61.8,Female
182.0,84.9,Male
159.2,64.3,Male
158.9,63.7,Female
158.5,65.2,Female
171.6,77.2,Female
170.2,69.7,Female
148.5,64.7,Female
163.1,63.9,Female
162.8,71.8,Female
167.6,63.4,Male
172.9,75.3,Male
161.5,59.6,Female
177.3,96.1,Male
147.3,54.8,Female
178.6,69.3,Female
175.5,79.9,Male
160.2,74.2,Female
166.4,57.3,Female
167.9,51.1,Male
177.7,78.3,Male
163.0,58.7,Female
176.3,95.4,Male
161.1,74.6,Female
177.0,97.0,Male
180.5,88.0,Male
178.0,81.1,Male
171.9,78.4,Male
174.0,78.6,Male
161.8,63.2,Female
177.7,80.7,Male
153.4,61.0,Female
159.7,60.5,Female
164.0,61.1,Male
160.2,48.4,Female
168.0,65.5,Female
163.5,59.5,Female
176.2,85.7,Male
157.5,58.7,Female
173.3,78.7,Female
169.6,77.3,Female
178.7,83.7,Male
160.6,59.1,Female
151.9,46.8,Female
176.2,66.1,Male
175.3,79.6,Male
154.7,55.6,Female
149.9,50.8,Female
176.8,83.4,Male
152.7,55.0,Female
173.4,79.0,Male
175.7,65.4,Male
162.8,62.4,Female
178.5,76.9,Male
167.1,62.4,Male
157.1,56.3,Male
176.2,81.2,Male
168.2,76.1,Male
173.1,85.7,Male
163.3,72.2,Female
151.0,45.9,Female
170.1,79.9,Male
169.5,77.0,Female
161.9,67.3,Female
161.4,64.8,Female
165.6,55.7,Female
159.5,64.7,Female
171.8,72.0,Female
167.4,65.0,Male
159.2,60.4,Female
164.3,72.6,Female
186.5,87.4,Male
171.2,82.1,Male
164.6,64.6,Male
171.1,72.6,Female
163.6,69.1,Female
171.1,60.7,Female
165.3,69.6,Female
154.6,62.9,Female
166.0,75.6,Male
179.0,70.7,Male
161.8,66.0,Female
181.7,82.7,Male
163.3,61.1,Female
172.0,68.9,Male
160.3,61.2,Female
176.2,79.7,Male
162.5,63.3,Female
175.4,80.4,Male
139.7,47.3,Female
166.2,67.6,Female
174.9,74.6,Male
173.8,72.9,Male
178.6,76.2,Male
177.0,75.8,Male
159.2,55.8,Female
165.3,53.9,Female
178.6,87.3,Male
160.8,67.0,Male
180.8,97.0,Male
168.3,86.6,Male
186.3,97.7,Male
176.6,61.2,Male
172.0,86.9,Male
182.0,84.8,Male
164.5,68.1,Female
157.8,57.0,Female
152.3,58.0,Female
188.6,94.8,Male
187.3,93.5,Male
181.4,87.0,Male
184.3,102.8,Male
164.1,66.0,Female
171.5,75.1,Male
177.5,82.9,Male
160.7,57.3,Female
157.4,64.5,Female
170.7,71.2,Male
166.4,67.4,Male
151.5,58.8,Female
161.6,59.2,Female
169.9,70.4,Male
169.1,67.0,Male
156.8,59.4,Female
169.7,83.4,Female
174.0,72.4,Male
182.0,96.6,Male
152.0,58.3,Female
183.3,99.6,Male
174.3,78.4,Male
162.0,75.6,Male
158.0,61.0,Female
181.0,77.0,Male
163.3,63.9,Female
183.0,75.9,Male
173.8,74.9,Male
182.6,97.1,Male
157.1,70.6,Female
159.6,62.0,Female
165.3,78.6,Male
172.1,83.5,Male
173.2,86.4,Female
161.4,68.9,Female
159.2,60.1,Female
164.3,70.7,Female
169.8,78.1,Male
163.6,70.4,Female
170.5,84.3,Female
179.0,84.0,Male
165.2,54.6,Female
162.0,56.5,Female
162.7,56.0,Female
153.0,64.1,Female
172.0,85.3,Male
171.2,79.5,Male
170.7,64.1,Male
166.2,78.0,Female
162.4,64.8,Female
162.8,59.0,Female
170.0,73.8,Male
170.5,70.0,Male
158.6,71.0,Female
175.9,84.6,Male
162.6,59.5,Female
161.8,64.4,Female
176.7,83.3,Male
173.2,72.8,Female
158.2,59.5,Female
169.7,83.2,Female
176.9,80.1,Male
153.6,55.8,Female
165.4,68.3,Female
159.3,56.6,Female
150.3,58.1,Female
185.5,90.2,Male
163.0,63.7,Female
181.5,94.2,Male
180.3,85.8,Male
172.1,82.7,Male
164.5,63.0,Male
159.9,51.5,Female
161.1,65.1,Male
156.4,62.3,Female
159.6,57.6,Female
159.5,63.6,Female
162.5,60.7,Male
173.0,79.5,Male
172.5,75.1,Male
180.4,71.1,Male
180.6,75.6,Male
173.1,80.1,Male
167.0,68.7,Male
178.1,84.3,Male
177.3,84.6,Male
167.5,72.2,Male
157.6,70.4,Female
166.3,62.3,Male
171.7,61.3,Female
158.4,66.7,Female
174.6,62.4,Male
173.6,85.6,Male
170.5,77.0,Female
165.7,74.9,Female
165.9,82.2,Male
181.6,88.5,Male
173.4,82.4,Male
184.9,83.0,Male
175.0,78.2,Male
178.4,80.3,Male
166.4,76.7,Female
163.1,71.6,Male
189.2,98.1,Male
187.7,80.3,Male
186.8,96.5,Male
161.8,70.3,Female
169.3,77.8,Male
159.9,63.7,Female
151.7,55.5,Female
168.0,78.3,Male
154.2,66.2,Female
161.6,77.5,Female
185.8,106.6,Male
161.4,71.9,Female
168.6,69.2,Male
159.5,72.8,Male
186.1,97.1,Male
168.1,71.1,Female
163.6,64.4,Female
172.5,65.3,Female
162.5,64.3,Female
169.4,83.0,Male
185.3,100.7,Male
162.4,61.0,Female
151.5,64.1,Female
159.2,63.2,Female
179.8,82.2,Male
163.0,66.1,Female
155.3,56.6,Female
179.6,83.3,Male
160.8,68.9,Female
171.8,80.8,Male
186.4,88.0,Male
166.0,71.3,Female
172.8,74.5,Male
158.4,63.4,Female
179.2,79.3,Male
161.2,70.3,Female
165.3,79.1,Female
164.3,70.1,Female
178.7,84.6,Male
164.0,69.5,Female
172.9,60.2,Male
164.0,59.6,Male
155.3,64.8,Female
170.9,67.8,Male
165.8,66.5,Female
175.8,84.4,Male
162.0,61.7,Male
174.7,80.0,Female
168.3,62.2,Female
162.0,71.3,Female
160.8,69.3,Female
154.6,70.1,Female
177.2,89.1,Male
178.4,78.4,Male
171.0,83.8,Male
155.2,48.4,Female
154.9,44.2,Female
162.1,64.4,Female
167.1,70.6,Female
172.5,80.1,Male
154.7,57.9,Female
164.1,60.3,Female
160.1,69.2,Female
159.3,69.1,Female
175.7,81.4,Male
160.6,50.6,Female
157.7,68.8,Female
170.3,88.7,Male
173.4,86.9,Male
167.9,62.4,Female
164.4,61.5,Female
181.8,67.6,Male
154.7,65.0,Female
159.7,61.4,Female
161.9,67.4,Female
189.9,84.9,Male
179.1,75.8,Male
168.7,78.6,Male
158.9,55.7,Female
172.7,92.0,Male
159.4,68.2,Male
170.6,85.9,Male
159.5,61.9,Female
179.2,79.2,Male
179.0,87.0,Male
180.1,79.9,Male
158.8,68.1,Female
167.3,74.3,Female
166.2,72.9,Male
184.0,85.1,Male
170.1,71.0,Female
177.9,71.4,Male
157.4,59.3,Female
175.5,83.1,Male
159.6,61.3,Female
173.3,90.0,Male
183.4,69.3,Male
160.8,72.7,Female
162.4,58.7,Female
167.4,70.7,Female
160.1,61.6,Female
162.4,66.7,Female
160.6,57.5,Female
162.9,65.3,Female
186.6,87.6,Male
165.2,75.6,Male
158.0,51.1,Female
146.3,51.5,Female
167.9,76.7,Male
175.7,86.5,Male
160.9,58.5,Female
170.9,68.1,Female
170.4,69.6,Male
169.1,77.0,Male
155.5,65.5,Female
166.3,65.8,Female
158.7,61.5,Female
170.5,82.8,Male
155.6,73.5,Female
155.9,58.3,Female
155.5,50.7,Female
162.5,74.4,Female
175.7,83.5,Male
176.4,70.0,Male
167.4,69.4,Male
165.1,62.7,Female
189.4,115.3,Male
187.9,94.4,Male
179.6,88.7,Male
176.0,84.2,Male
174.3,67.2,Male
169.9,80.7,Male
153.6,60.4,Female
167.2,77.5,Female
161.6,56.6,Female
156.9,70.5,Female
178.1,78.6,Male
174.5,80.4,Male
172.5,82.0,Male
171.0,70.8,Female
165.1,57.3,Female
163.9,64.4,Female
174.1,83.7,Male
175.6,60.0,Male
179.4,99.9,Male
165.3,63.6,Male
171.8,79.3,Male
151.6,58.9,Female
173.3,82.2,Male
162.9,68.3,Male
154.1,56.6,Female
177.3,86.1,Male
177.6,82.5,Male
170.2,80.8,Female
184.0,92.7,Male
174.1,88.4,Male
167.8,80.9,Male
167.1,62.9,Male
162.1,54.6,Female
180.5,87.9,Male
183.4,84.0,Male
164.7,66.5,Female
165.1,81.3,Female
159.0,56.5,Female
157.2,74.4,Female
162.2,74.9,Female
186.1,82.4,Male
170.7,77.1,Male
168.3,72.3,Female
171.6,76.3,Female
164.0,80.3,Female
178.6,76.1,Female
177.3,88.7,Male
164.9,72.1,Female
172.4,70.3,Male
168.6,65.9,Female
175.7,74.9,Male
164.3,66.0,Female
163.7,79.4,Female
162.8,70.6,Female
154.3,67.0,Female
173.0,59.7,Male
160.3,63.8,Female
171.9,72.9,Female
175.4,85.1,Female
157.1,68.6,Female
174.6,79.8,Female
169.1,67.8,Male
164.2,72.6,Female
156.9,62.0,Male
178.2,71.3,Male
179.8,76.5,Male
157.1,66.1,Female
159.9,63.4,Female
162.3,72.9,Female
163.1,55.3,Female
160.4,60.7,Female
176.2,81.6,Male
177.8,79.4,Male
177.0,85.0,Male
154.2,45.2,Female
162.2,56.8,Female
154.3,53.8,Female
170.2,86.0,Female
179.1,86.7,Male
164.4,78.5,Female
179.1,86.8,Male
156.2,50.7,Female
155.7,64.4,Female
157.8,62.6,Female
173.9,75.8,Male
165.8,64.9,Male
163.2,74.3,Female
159.8,65.5,Female
170.1,71.4,Male
170.5,81.0,Female
157.2,54.8,Female
180.3,96.2,Male
162.0,62.7,Female
168.2,64.4,Female
184.4,95.2,Male
149.4,45.6,Female
183.7,89.6,Male
168.8,58.5,Female
164.0,63.1,Male
162.5,75.7,Female
162.5,66.3,Female
168.9,71.9,Male
168.4,56.1,Male
162.2,67.4,Female
174.4,59.1,Female
162.4,70.8,Female
188.6,87.9,Male
184.0,91.1,Male
158.4,55.8,Female
154.6,58.9,Female
179.2,85.0,Male
166.5,68.3,Female
167.1,70.3,Male
166.1,64.9,Female
171.0,79.4,Male
173.4,91.5,Male
166.7,86.7,Male
161.8,71.4,Female
184.7,93.8,Male
166.1,67.0,Female
165.1,70.4,Female
174.8,82.3,Male
177.5,83.9,Female
182.2,82.8,Male
159.7,66.4,Female
164.8,75.6,Female
170.0,60.7,Male
184.4,89.0,Male
153.6,58.1,Female
164.8,82.8,Male
177.2,87.0,Male
175.2,80.2,Male
164.1,62.7,Female
171.3,69.3,Female
182.5,92.1,Male
169.6,80.9,Male
167.9,70.4,Male
175.8,73.9,Male
157.5,60.5,Female
172.3,87.0,Male
166.0,72.1,Female
155.7,54.1,Female
173.5,83.9,Male
160.7,71.3,Female
181.6,84.1,Male
172.2,74.5,Male
167.7,73.9,Female
177.9,71.9,Male
173.0,91.8,Male
155.2,59.6,Female
177.1,83.3,Male
155.5,57.8,Female
152.0,62.1,Female
167.6,77.9,Male
192.5,89.4,Male
152.7,63.8,Female
172.1,63.8,Male
169.6,80.0,Male
178.4,87.0,Male
179.6,78.8,Male
164.3,56.4,Female
156.0,63.6,Female
181.6,83.9,Male
176.5,75.9,Male
163.7,78.1,Female
168.2,74.0,Female
163.0,72.9,Female
180.7,78.6,Male
182.9,93.4,Male
151.6,50.5,Female
163.9,66.4,Female
155.0,63.7,Female
160.7,57.1,Female
172.7,70.9,Male
154.6,68.0,Female
170.2,68.4,Male
161.0,50.4,Female
169.9,85.3,Male
170.1,67.3,Female
180.5,95.0,Male
154.7,45.3,Female
175.2,88.9,Male
174.5,78.9,Male
177.2,80.2,Male
181.1,82.5,Male
163.6,74.6,Female
177.3,83.9,Male
167.2,81.4,Male
158.1,58.3,Female
178.1,70.3,Male
172.0,78.3,Female
149.9,49.1,Female
186.1,83.9,Male
160.4,51.3,Female
178.7,85.7,Male
186.8,88.9,Male
192.7,93.9,Male
170.8,74.1,Female
162.6,69.6,Female
182.0,102.2,Male
163.6,73.7,Male
156.4,57.4,Female
171.4,76.2,Male
163.0,56.4,Female
172.4,96.3,Male
168.2,75.0,Female
160.0,68.5,Female
159.2,51.7,Female
167.5,62.1,Female
169.4,76.1,Female
161.3,62.5,Female
165.0,61.5,Female
156.2,58.4,Female
165.2,74.1,Female
184.5,94.7,Male
165.2,54.7,Female
181.7,84.1,Male
167.4,71.5,Male
182.9,77.6,Male
146.4,61.1,Female
171.6,72.3,Male
159.5,70.7,Female
170.7,78.9,Female
182.4,73.1,Male
165.7,64.7,Female
172.6,66.4,Male
161.8,57.3,Female
175.6,90.8,Male
165.7,71.2,Female
178.1,92.1,Male
168.2,67.4,Female
180.8,84.1,Male
170.4,77.7,Male
154.4,66.2,Female
182.5,72.9,Male
154.2,52.5,Female
178.1,84.2,Male
179.8,87.0,Male
156.1,56.9,Female
160.5,57.0,Male
157.7,60.4,Female
172.2,86.1,Male
161.8,59.7,Female
173.1,74.5,Female
170.3,78.5,Male
159.6,64.9,Female
164.7,61.1,Female
171.9,60.1,Male
170.4,50.9,Male
168.4,80.9,Male
158.3,66.9,Female
173.3,76.5,Male
183.2,85.7,Male
155.7,54.7,Female
180.1,95.7,Male
163.7,61.0,Female
182.7,82.0,Male
169.8,80.4,Male
150.3,51.8,Female
155.0,58.1,Female
168.0,70.2,Female
181.8,91.4,Male
184.1,86.9,Male
168.2,70.9,Male
177.9,83.8,Male
182.0,74.9,Male
171.4,94.5,Male
159.9,61.5,Female
178.8,69.6,Male
163.8,69.1,Female
157.9,64.1,Female
155.7,49.1,Female
179.5,84.7,Male
164.3,57.7,Female
179.6,79.5,Male
167.1,66.4,Female
161.9,64.0,Female
174.8,95.7,Male
162.3,58.4,Female
176.9,95.0,Male
151.4,68.0,Female
173.1,72.1,Male
182.1,83.6,Male
162.0,58.1,Female
178.4,99.7,Male
173.1,85.4,Male
164.3,80.2,Female
151.9,56.8,Female
178.3,86.3,Male
173.9,62.5,Male
165.4,61.0,Female
175.2,76.3,Male
182.7,90.5,Male
159.4,54.2,Female
177.8,83.7,Male
177.3,79.3,Male
164.5,62.4,Female
160.9,69.3,Female
180.3,81.5,Male
168.2,69.8,Female
158.0,67.8,Female
170.2,82.1,Male
173.4,68.6,Male
151.2,57.4,Female
184.0,88.5,Male
160.3,79.2,Female
178.3,86.5,Male
168.9,73.4,Female
173.0,80.7,Male
170.0,83.2,Male
186.8,87.4,Male
166.1,81.7,Female
178.8,96.1,Male
175.8,86.2,Male
164.0,74.9,Female
176.7,87.3,Male
183.0,86.0,Male
161.8,55.2,Female
174.5,67.9,Male
165.3,64.4,Female
163.0,66.0,Female
180.7,67.0,Male
160.9,63.6,Female
168.7,66.9,Male
151.4,65.8,Female
163.1,70.5,Female
155.3,58.2,Female
174.2,88.5,Male
180.5,85.4,Male
161.5,59.5,Female
160.4,61.5,Female
180.5,85.4,Male
158.0,56.4,Female
162.2,76.7,Female
183.5,87.9,Male
163.2,67.9,Female
179.3,82.7,Male
164.6,75.1,Female
174.6,82.6,Male
151.6,55.9,Female
187.0,94.6,Male
167.0,61.3,Male
177.9,84.7,Male
168.7,78.3,Male
159.7,75.2,Female
160.0,66.2,Female
167.3,69.6,Female
166.7,72.4,Female
171.9,64.7,Male
169.9,82.3,Female
163.9,67.4,Female
157.8,54.1,Female
158.6,58.6,Female
157.9,63.0,Female
183.0,90.3,Male
155.3,50.0,Female
170.2,80.4,Male
172.6,74.9,Male
172.4,81.7,Male
163.9,63.3,Female
166.2,71.2,Female
176.8,90.1,Male
160.8,54.9,Female
161.4,56.6,Female
183.5,84.6,Male
171.1,80.4,Male
160.9,66.7,Female
171.0,74.4,Male
169.5,78.0,Female
158.6,60.9,Female
159.8,70.0,Male
166.8,64.5,Female
167.7,69.3,Female
153.9,59.7,Female
161.1,65.5,Female
174.8,70.4,Male
156.9,59.8,Female
168.2,66.2,Female
168.0,69.1,Male
164.8,62.1,Female
174.5,94.7,Male
166.9,84.2,Female
158.2,59.1,Female
169.4,61.2,Male
175.4,78.4,Male
185.8,85.7,Male
155.6,58.2,Female
164.3,64.9,Female
160.6,70.0,Female
161.7,62.8,Female
154.1,58.9,Female
166.2,79.2,Female
168.2,80.6,Female
167.3,73.3,Female
180.6,85.5,Male
174.6,78.4,Male
163.1,66.7,Female
173.3,84.5,Female
171.9,74.8,Male
181.3,71.2,Male
157.0,56.9,Female
165.6,70.3,Male
186.9,107.9,Male
184.9,88.0,Male
161.1,72.3,Female
148.2,52.6,Female
179.1,73.2,Male
175.7,88.4,Male
162.9,59.7,Female
179.6,69.4,Male
170.9,65.9,Female
170.0,81.1,Male
164.6,72.3,Female
178.9,92.0,Male
161.6,57.5,Female
180.9,90.9,Male
156.0,51.7,Female
159.7,56.6,Female
155.8,54.0,Female
178.7,77.5,Male
171.7,76.2,Male
174.9,78.4,Male
160.4,74.8,Female
162.1,64.4,Male
184.8,104.8,Male
164.9,69.9,Female
164.5,60.2,Female
167.5,79.6,Female
174.6,69.0,Male
159.2,51.2,Male
161.5,66.3,Female
179.6,67.4,Male
158.0,73.2,Female
160.4,57.4,Female
183.6,89.6,Male
180.3,87.5,Male
191.9,90.9,Male
150.6,53.4,Female
155.1,49.7,Female
172.2,71.5,Male
163.7,63.5,Female
178.8,94.5,Male
176.2,86.4,Male
170.5,65.4,Male
160.6,67.8,Female
185.7,83.4,Male
167.3,77.3,Male
180.1,84.7,Male
182.5,89.1,Male
171.2,72.9,Male
164.6,80.1,Male
165.5,74.3,Female
173.9,82.5,Male
173.6,70.5,Male
177.5,85.9,Male
177.1,69.1,Male
168.6,67.6,Female
171.7,86.4,Male
165.4,73.5,Female
162.7,74.3,Male
182.6,83.9,Male
